Sample_Name,NODE_ID,family.supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HNVY7AFX2_Bangui-Pissa-Sep-2020-Rainy-Aedes-albopictus-5_S12,NODE_2607_length_1023_cov_1.654737,Metaviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes albopictus,31,4711658,4308158,7.2,Pissa meta-like virus 16 ,Pissa meta-like virus 16  isolate CAR1093
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1993_length_1240_cov_2.143959,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,118,5947524,5341359,22.09,Pissa meta-like virus 16 ,Pissa meta-like virus 16  isolate CAR1301
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_4868_length_1079_cov_2.372763,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,53,7480340,6764784,7.83,Pissa meta-like virus 16 ,Pissa meta-like virus 16  isolate CAR1308
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-albopictus-1_S47,NODE_4875_length_1062_cov_1.435794,Metaviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes albopictus,32,6610947,6166557,5.19,Pissa meta-like virus 21 ,Pissa meta-like virus 21  isolate CAR1245
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-albopictus-2_S48,NODE_68_length_4438_cov_2.900802,Metaviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes albopictus,306,6590941,6283533,48.7,Pissa meta-like virus 21 ,Pissa meta-like virus 21  isolate CAR1249
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_1232_length_1494_cov_2.128783,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,74,6374132,5669251,13.05,Pissa meta-like virus 21 ,Pissa meta-like virus 21  isolate CAR1317
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-albopictus-2_S48,NODE_21_length_6809_cov_2.988272,Metaviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes albopictus,655,6590941,6283533,104.24,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1250
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_5580_length_1017_cov_3.370763,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,70,8032723,7099069,9.86,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1293
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3752_length_1195_cov_1.918895,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,45,7480340,6764784,6.65,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1309
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_35_length_5286_cov_6.735661,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,602,6374132,5669251,106.19,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1318
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-5_S39,NODE_1212_length_1370_cov_3.326137,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,1312,7062649,6254242,209.78,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1322
HVM35BGXH_Bangui-Pissa-Sep-2020-Rainy-Aedes-albopictus-3_S13,NODE_2703_length_1097_cov_0.962891,Metaviridae,Central African Republic,Pissa,Sep-20,2020,Rainy,Aedes albopictus,36,4988644,4396268,8.19,Pissa meta-like virus 22 ,Pissa meta-like virus 22  isolate CAR1552
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-albopictus-2_S48,NODE_4971_length_1034_cov_2.917794,Metaviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes albopictus,84,6590941,6283533,13.37,Pissa meta-like virus 23 ,Pissa meta-like virus 23  isolate CAR1251
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_3339_length_1022_cov_2.658588,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,67,5947524,5341359,12.54,Pissa meta-like virus 23 ,Pissa meta-like virus 23  isolate CAR1302
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3974_length_1170_cov_2.013674,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,54,7480340,6764784,7.98,Pissa meta-like virus 23 ,Pissa meta-like virus 23  isolate CAR1310
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_159_length_3050_cov_2.506886,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,197,6374132,5669251,34.75,Pissa meta-like virus 23 ,Pissa meta-like virus 23  isolate CAR1319
HVLJHBGXH_Bangui-Pissa-Jan-2020-Dry-Aedes-albopictus-2_S48,NODE_3276_length_1227_cov_1.113518,Metaviridae,Central African Republic,Pissa,Jan-20,2020,Dry,Aedes albopictus,39,6590941,6283533,6.21,Pissa meta-like virus 24 ,Pissa meta-like virus 24  isolate CAR1252
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_487_length_2435_cov_1.674428,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,133,8032723,7099069,18.73,Pissa meta-like virus 24 ,Pissa meta-like virus 24  isolate CAR1294
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3114_length_1284_cov_1.285714,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,52,7480340,6764784,7.69,Pissa meta-like virus 24 ,Pissa meta-like virus 24  isolate CAR1311
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_5249_length_1042_cov_11.659443,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,395,8032723,7099069,55.64,Pissa meta-like virus 26 ,Pissa meta-like virus 26  isolate CAR1296
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1118_length_1532_cov_9.764222,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,4361,5947524,5341359,816.46,Pissa meta-like virus 26 ,Pissa meta-like virus 26  isolate CAR1303
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_2208_length_1475_cov_7.968616,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,380,7480340,6764784,56.17,Pissa meta-like virus 26 ,Pissa meta-like virus 26  isolate CAR1312
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_162_length_3474_cov_5.127315,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,360,8032723,7099069,50.71,Pissa meta-like virus 28 ,Pissa meta-like virus 28  isolate CAR1298
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_1781_length_1603_cov_1.998693,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,94,7480340,6764784,13.9,Pissa meta-like virus 28 ,Pissa meta-like virus 28  isolate CAR1313
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_1708_length_1336_cov_4.121932,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,139,6374132,5669251,24.52,Pissa meta-like virus 28 ,Pissa meta-like virus 28  isolate CAR1320
H577TAFX2Cambodia-Rattanakiri-July-2019-Aedes-albopictus-1_S7,NODE_92_length_2129_cov_2.803988,Metaviridae,Cambodia,Rattanakiri,Jul-19,2019,Rainy,Aedes albopictus,298,7251589,2999525,99.35,Rattanakiri meta-like virus 1 ,Rattanakiri meta-like virus 1  isolate CAM161
H577TAFX2Cambodia-Rattanakiri-July-2019-Aedes-albopictus-2_S8,NODE_21_length_4441_cov_1.941163,Metaviridae,Cambodia,Rattanakiri,Jul-19,2019,Rainy,Aedes albopictus,207,5775591,4149086,49.89,Rattanakiri meta-like virus 1 ,Rattanakiri meta-like virus 1  isolate CAM163
H577TAFX2Cambodia-Rattanakiri-July-2019-Aedes-albopictus-3_S9,NODE_232_length_1400_cov_1.596081,Metaviridae,Cambodia,Rattanakiri,Jul-19,2019,Rainy,Aedes albopictus,47,6663556,2681570,17.53,Rattanakiri meta-like virus 1 ,Rattanakiri meta-like virus 1  isolate CAM168
HNVY2AFX2_Cambodia-Siem-Reap-Jul-2020-Rainy-Aedes-albopictus-3_S19,NODE_27_length_4437_cov_14.970440,Kitaviridae,Cambodia,Siem Reap,Jul-20,2020,Rainy,Aedes albopictus,1138,5135175,3164938,359.56,Siem Reap kita-like virus 1 ,Siem Reap kita-like virus 1  isolate CAM979
HNVY2AFX2_Cambodia-Siem-Reap-Jul-2020-Rainy-Aedes-albopictus-5_S21,NODE_639_length_1348_cov_1.517647,Kitaviridae,Cambodia,Siem Reap,Jul-20,2020,Rainy,Aedes albopictus,83,5772495,2979361,27.86,Siem Reap kita-like virus 1 ,Siem Reap kita-like virus 1  isolate CAM985
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-2_S13,NODE_133_length_3636_cov_26.672748,Kitaviridae,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,1824,10347296,8462677,215.53,Siem Reap kita-like virus 1 ,Siem Reap kita-like virus 1  isolate CAM990
HNVY2AFX2_Cambodia-Siem-Reap-Jul-2020-Rainy-Aedes-albopictus-2_S18,NODE_1281_length_1119_cov_0.982792,Metaviridae,Cambodia,Siem Reap,Jul-20,2020,Rainy,Aedes albopictus,23,5516860,4160008,5.53,Siem Reap meta-like virus 1 ,Siem Reap meta-like virus 1  isolate CAM976
HNVY2AFX2_Cambodia-Siem-Reap-Jul-2020-Rainy-Aedes-albopictus-4_S20,NODE_4_length_7344_cov_3.679686,Metaviridae,Cambodia,Siem Reap,Jul-20,2020,Rainy,Aedes albopictus,602,8299924,4296134,140.13,Siem Reap meta-like virus 1 ,Siem Reap meta-like virus 1  isolate CAM981
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-2_S13,NODE_54_length_4379_cov_2.553646,Metaviridae,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,273,10347296,8462677,32.26,Siem Reap meta-like virus 1 ,Siem Reap meta-like virus 1  isolate CAM991
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-3_S14,NODE_449_length_1936_cov_1.890499,Metaviridae,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,91,6097143,4197595,21.68,Siem Reap meta-like virus 1 ,Siem Reap meta-like virus 1  isolate CAM994
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-5_S16,NODE_1161_length_1355_cov_1.294852,Metaviridae,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,45,6086415,4245062,10.6,Siem Reap meta-like virus 1 ,Siem Reap meta-like virus 1  isolate CAM998
HNVY2AFX2_Cambodia-Siem-Reap-Jul-2020-Rainy-Aedes-albopictus-3_S19,NODE_31_length_4228_cov_20.034176,Reovirales,Cambodia,Siem Reap,Jul-20,2020,Rainy,Aedes albopictus,1290,5135175,3164938,407.59,Wufeng shrew reo-like virus 2 ,Wufeng shrew reo-like virus 2  isolate CAM980
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-2_S13,NODE_71_length_4234_cov_45.324201,Reovirales,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,2981,10347296,8462677,352.25,Wufeng shrew reo-like virus 2 ,Wufeng shrew reo-like virus 2  isolate CAM993
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-4_S15,NODE_4_length_4239_cov_13453.880221,Reovirales,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,913011,8367047,5987955,152474.59,Wufeng shrew reo-like virus 2 ,Wufeng shrew reo-like virus 2  isolate CAM996
HNVY2AFX2_Cambodia-Siem-Reap-Mar-2020-Dry-Aedes-albopictus-5_S16,NODE_30_length_4182_cov_9.141884,Reovirales,Cambodia,Siem Reap,Mar-20,2020,Dry,Aedes albopictus,594,6086415,4245062,139.93,Wufeng shrew reo-like virus 2 ,Wufeng shrew reo-like virus 2  isolate CAM999
H2KK5AFX2_Bangui-Bayanga-Nov-2019-Aedes-albopictus-1_S8,NODE_2104_length_1138_cov_2.004695,Flaviviridae,Central African Republic,Bayanga,Nov-19,2019,Rainy,Aedes albopictus,43,4936549,4749465,9.05,Zika virus ,Zika virus  isolate CAR15
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Anopheles-coustani-1_S1,NODE_306_length_1544_cov_18.099252,Solemoviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Anopheles coustani,675,8374516,4160399,162.24,Ambato Boeny solemo-like virus 1 ,Ambato Boeny solemo-like virus 1  isolate MAD841
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Anopheles-coustani-3_S3,NODE_46_length_2790_cov_112.390136,Solemoviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Anopheles coustani,4901,6443959,3435388,1426.62,Ambato Boeny solemo-like virus 1 ,Ambato Boeny solemo-like virus 1  isolate MAD843
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Anopheles-coustani-1_S37,NODE_95_length_2904_cov_7593.102084,Solemoviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Anopheles coustani,301319,6918800,3822254,78832.8,Ambato Boeny solemo-like virus 1 ,Ambato Boeny solemo-like virus 1  isolate MAD2185
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Anopheles-coustani-2_S38,NODE_76_length_2876_cov_2254.033535,Solemoviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Anopheles coustani,90754,7838414,7365231,12321.95,Ambato Boeny solemo-like virus 1 ,Ambato Boeny solemo-like virus 1  isolate MAD2188
HVT7HBGXH_Madagascar-Ambato-Boeny-Feb-2020-Rainy-Anopheles-coustani-3_S39,NODE_32_length_2892_cov_820.202554,Solemoviridae,Madagascar,Ambato Boeny,Feb-20,2020,Rainy,Anopheles coustani,33835,7394780,6983366,4845.08,Ambato Boeny solemo-like virus 1 ,Ambato Boeny solemo-like virus 1  isolate MAD2192
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-1_S62,NODE_124_length_1224_cov_1.858384,Dicistroviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,39,3091509,1205350,32.36,Amparafaravola dicistro-like virus 1 ,Amparafaravola dicistro-like virus 1  isolate MAD2263
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-3_S64,NODE_3_length_6274_cov_5.859216,Dicistroviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,1083,6515096,5073125,213.48,Amparafaravola dicistro-like virus 1 ,Amparafaravola dicistro-like virus 1  isolate MAD2270
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-1_S62,NODE_73_length_1528_cov_659.999313,Partitiviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,14338,3091509,1205350,11895.3,Amparafaravola partiti-like virus 1 ,Amparafaravola partiti-like virus 1  isolate MAD2264
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-2_S63,NODE_119_length_1519_cov_2144.116183,Partitiviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,44908,7023203,6128084,7328.23,Amparafaravola partiti-like virus 1 ,Amparafaravola partiti-like virus 1  isolate MAD2268
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-3_S64,NODE_89_length_1517_cov_33780.513850,Partitiviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,754837,6515096,5073125,148791.33,Amparafaravola partiti-like virus 1 ,Amparafaravola partiti-like virus 1  isolate MAD2271
HG3VVBGXF_Cambodia-Koh-Kong-Dry-Anopheles-baezai-1_S9,NODE_1_length_11097_cov_127.717707,Flaviviridae,Cambodia,Koh Kong,Mar-19,2019,Dry,Anopheles coustani,23779,5783050,3559610,6680.23,Anopheles flavivirus variant 1 ,Anopheles flavivirus variant 1  isolate CAM503
HG3VVBGXF_Cambodia-Koh-Kong-Dry-Anopheles-baezai-2_S10,NODE_2_length_10673_cov_20.487547,Flaviviridae,Cambodia,Koh Kong,Mar-19,2019,Dry,Anopheles coustani,3878,4059177,3730321,1039.59,Anopheles flavivirus variant 1 ,Anopheles flavivirus variant 1  isolate CAM507
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-1_S62,NODE_2_length_10692_cov_43.676806,Flaviviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,7040,3091509,1205350,5840.63,Anopheles flavivirus variant 1 ,Anopheles flavivirus variant 1  isolate MAD2266
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-2_S63,NODE_2_length_10694_cov_378.359006,Flaviviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,61391,7023203,6128084,10017.98,Anopheles flavivirus variant 1 ,Anopheles flavivirus variant 1  isolate MAD2269
HVT7HBGXH_Madagascar-Amparafaravola-Feb-2020-Rainy-Anopheles-coustani-3_S64,NODE_1_length_10701_cov_80.072262,Flaviviridae,Madagascar,Amparafaravola,Feb-20,2020,Rainy,Anopheles coustani,13120,6515096,5073125,2586.18,Anopheles flavivirus variant 1 ,Anopheles flavivirus variant 1  isolate MAD2274
HKVWCAFX2_Madagascar-Ambato-Boeny-Feb-2019-Rainy-Anopheles-coustani-3_S3,NODE_24_length_3521_cov_27.808295,Chrysoviridae,Madagascar,Ambato Boeny,Feb-19,2019,Rainy,Anopheles coustani,1629,6443959,3435388,474.18,Chrysoviridae sp. ,Chrysoviridae sp.  isolate MAD844
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-1_S25,NODE_2_length_10093_cov_56.020359,Kitaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,8574,6745519,5784620,1482.21,Mampikony kita-like virus 1 ,Mampikony kita-like virus 1  isolate MAD783
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-3_S27,NODE_6_length_9955_cov_96.077818,Kitaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,14400,13709936,11313371,1272.83,Mampikony kita-like virus 1 ,Mampikony kita-like virus 1  isolate MAD806
HVLJHBGXH_Madagascar-Mampikony-Feb-2020-Rainy-Anopheles-coustani-1_S5,NODE_1_length_10090_cov_29.508236,Kitaviridae,Madagascar,Mampikony,Feb-20,2020,Rainy,Anopheles coustani,4339,6578336,1423185,3048.8,Mampikony kita-like virus 1 ,Mampikony kita-like virus 1  isolate MAD1398
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-1_S25,NODE_8216_length_1145_cov_2.618470,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,57,6745519,5784620,9.85,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD784
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-2_S26,NODE_2036_length_2055_cov_3.336529,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,502,8454438,7628964,65.8,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD795
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-3_S27,NODE_21_length_7841_cov_7.153708,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,1044,13709936,11313371,92.28,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD807
HVLJHBGXH_Madagascar-Mampikony-Feb-2020-Rainy-Anopheles-coustani-2_S6,NODE_6738_length_1026_cov_2.429171,Metaviridae,Madagascar,Mampikony,Feb-20,2020,Rainy,Anopheles coustani,43,6218039,5589375,7.69,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD1403
HVM35BGXH_Madagascar-Mampikony-Feb-2021-Rainy-Anopheles-coustani-1_S50,NODE_2378_length_1270_cov_0.999165,Metaviridae,Madagascar,Mampikony,Feb-21,2021,Rainy,Anopheles coustani,25,6157105,4219398,5.93,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD1692
HVM35BGXH_Madagascar-Mampikony-Feb-2021-Rainy-Anopheles-coustani-3_S52,NODE_10_length_6302_cov_2.606197,Metaviridae,Madagascar,Mampikony,Feb-21,2021,Rainy,Anopheles coustani,328,3279915,3133839,104.66,Mampikony meta-like virus 1 ,Mampikony meta-like virus 1  isolate MAD1697
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-3_S27,NODE_3056_length_2886_cov_5.147529,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,291,13709936,11313371,25.72,Mampikony meta-like virus 13 ,Mampikony meta-like virus 13  isolate MAD808
HVLJHBGXH_Madagascar-Mampikony-Feb-2020-Rainy-Anopheles-coustani-2_S6,NODE_4738_length_1130_cov_1.493851,Metaviridae,Madagascar,Mampikony,Feb-20,2020,Rainy,Anopheles coustani,81,6218039,5589375,14.49,Mampikony meta-like virus 13 ,Mampikony meta-like virus 13  isolate MAD1404
HVM35BGXH_Madagascar-Mampikony-Feb-2021-Rainy-Anopheles-coustani-3_S52,NODE_1355_length_1128_cov_1.763981,Metaviridae,Madagascar,Mampikony,Feb-21,2021,Rainy,Anopheles coustani,49,3279915,3133839,15.64,Mampikony meta-like virus 13 ,Mampikony meta-like virus 13  isolate MAD1698
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-1_S25,NODE_83_length_4318_cov_4.103887,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,352,6745519,5784620,60.85,Mampikony meta-like virus 2 ,Mampikony meta-like virus 2  isolate MAD786
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-2_S26,NODE_54_length_4974_cov_7.354009,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,669,8454438,7628964,87.69,Mampikony meta-like virus 2 ,Mampikony meta-like virus 2  isolate MAD799
HGJMGBGXG_Madagascar-Mampikony-Feb-2019-Rainy-Anopheles-coustani-3_S27,NODE_76_length_6467_cov_8.801220,Metaviridae,Madagascar,Mampikony,Feb-19,2019,Rainy,Anopheles coustani,1076,13709936,11313371,95.11,Mampikony meta-like virus 2 ,Mampikony meta-like virus 2  isolate MAD812
